,text,pre,truth
739,《眼泪太年轻》是流水纪作词，杨阳作曲，洪辰演唱的歌曲，收录在其专辑《72小姐》中,"[('眼 泪 太 年 轻', '杨 阳', 9), ('眼 泪 太 年 轻', '流 水 纪', 8), ('眼 泪 太 年 轻', '72 小 姐', 7), ('眼 泪 太 年 轻', '洪 辰', 6)]","[('眼 泪 太 年 轻', '杨 阳', 9), ('眼 泪 太 年 轻', '流 水 纪', 8), ('眼 泪 太 年 轻', '72 小 姐', 7), ('眼 泪 太 年 轻', '洪 辰', 6)]"
740,2004年，蔡少芬参演《水月洞天》的续集《灵镜传奇》与张晋再次合作,"[('灵 镜 传 奇', '2004 年', 16)]","[('水 月 洞 天', '张 晋', 13), ('灵 镜 传 奇', '张 晋', 13), ('水 月 洞 天', '蔡 少 芬', 13), ('灵 镜 传 奇', '蔡 少 芬', 13)]"
741,《我不要你不快乐》是香港歌手钟汉良演唱的歌曲，由姚若龙填词、殷文琦作曲、屠颖编曲，收录于钟汉良第三张个人国语专辑《奇迹》中,"[('我 不 要 你 不 快 乐', '奇 迹', 7), ('我 不 要 你 不 快 乐', '殷 文 琦', 9), ('我 不 要 你 不 快 乐', '姚 若 龙', 8)]","[('我 不 要 你 不 快 乐', '奇 迹', 7), ('我 不 要 你 不 快 乐', '姚 若 龙', 8), ('我 不 要 你 不 快 乐', '殷 文 琦', 9), ('我 不 要 你 不 快 乐', '钟 汉 良', 6)]"
742,欧阳震华的成功离不开邓特希这位金牌编剧，他一手开拓了香港职业剧的先河，尽管只有两部《壹号皇庭》和《妙手仁心》，但却捧红了陶大宇、吴启华、林保怡还有欧阳震华，使他们摆脱了奸角的定位（陶大宇、吴启华），使他们成为名副其实的师奶杀手,"[('壹 号 皇 庭', '林 保 怡', 13), ('壹 号 皇 庭', '欧 阳 震 华', 13)]","[('壹 号 皇 庭', '林 保 怡', 13), ('壹 号 皇 庭', '欧 阳 震 华', 13), ('壹 号 皇 庭', '陶 大 宇', 13), ('妙 手 仁 心', '吴 启 华', 13)]"
743,《恋爱前规则》是由北京新表现影视文化传播有限公司、北京智慧工场广告有限公司、盛大文学联合出品，蒋钦民执导，王珞丹、陈柏霖主演的一部爱情喜剧片,"[('恋 爱 前 规 则', '蒋 钦 民', 14), ('恋 爱 前 规 则', '王 珞 丹', 13), ('恋 爱 前 规 则', '陈 柏 霖', 13), ('恋 爱 前 规 则', '北 京 新 表 现 影 视 文 化 传 播 有 限 公 司 、 北 京 智 慧 工 场 广 告 有 限 公 司', 0)]","[('恋 爱 前 规 则', '蒋 钦 民', 14), ('恋 爱 前 规 则', '北 京 新 表 现 影 视 文 化 传 播 有 限 公 司', 0), ('恋 爱 前 规 则', '王 珞 丹', 13), ('恋 爱 前 规 则', '陈 柏 霖', 13)]"
744,《你的嘴》收录于歌手金莎的音乐专辑《星月神话》，由许嵩作词作曲，2010年10月15日首发,"[('你 的 嘴', '许 嵩', 8), ('你 的 嘴', '星 月 神 话', 7)]","[('你 的 嘴', '许 嵩', 9), ('你 的 嘴', '许 嵩', 8), ('你 的 嘴', '星 月 神 话', 7), ('你 的 嘴', '金 莎', 6)]"
745,电视剧《有你就有戏》是由金琛执导，王尹、雷颖、孙立洋、联袂出演的一部青春励志剧,"[('有 你 就 有 戏', '金 琛', 14)]","[('有 你 就 有 戏', '孙 立 洋', 13), ('有 你 就 有 戏', '雷 颖', 13), ('有 你 就 有 戏', '王 尹', 13), ('有 你 就 有 戏', '金 琛', 14)]"
746,蒋新祺，男，汉族，1954年11月出生，湖南长沙人，1973年1月参加工作，1978年5月入党，湘潭大学经济学博士,"[('蒋 新 祺', '汉 族', 3)]","[('蒋 新 祺', '湘 潭 大 学', 5), ('蒋 新 祺', '1954 年 11 月', 4), ('蒋 新 祺', '汉 族', 3), ('蒋 新 祺', '湖 南 长 沙', 2)]"
747,唐明英，女，汉族，1964年4月出生，四川泸州人，1986年4月入党，1986年7月参加工作，四川省工商管理学院工商管理专业毕业，研究生学历,"[('唐 明 英', '汉 族', 3), ('唐 明 英', '四 川 省 工 商 管 理 学 院', 5)]","[('唐 明 英', '汉 族', 3), ('唐 明 英', '四 川 泸 州', 2), ('唐 明 英', '四 川 省 工 商 管 理 学 院', 5), ('唐 明 英', '1964 年 4 月', 4)]"
748,马志舟，1907年出生，陕西三原人，汉族，中国共产党，任红四团第一连连长，1933年逝世,"[('马 志 舟', '1907 年', 4), ('马 志 舟', '中 国', 1), ('马 志 舟', '陕 西 三 原', 2), ('马 志 舟', '汉 族', 3)]","[('马 志 舟', '1907 年', 4), ('马 志 舟', '中 国', 1), ('马 志 舟', '陕 西 三 原', 2), ('马 志 舟', '汉 族', 3)]"
749,简介《居尔特》是由邢天溯作词作曲并亲自演唱的一首歌曲，收录在2014-12-19发行的音乐专辑《游子归》中,"[('居 尔 特', '邢 天 溯', 8), ('居 尔 特', '邢 天 溯', 9), ('居 尔 特', '游 子 归', 7), ('居 尔 特', '邢 天 溯', 6)]","[('居 尔 特', '邢 天 溯', 8), ('居 尔 特', '邢 天 溯', 9), ('居 尔 特', '游 子 归', 7), ('居 尔 特', '邢 天 溯', 6)]"
750,《还没往下想》是台湾歌手蔡旻佑演唱的歌曲，由周炜杰作词，蔡旻佑作曲，收录于蔡旻佑2015年12月18日发行的专辑《我和我的布拉姆斯》中,"[('还 没 往 下 想', '我 和 我 的 布 拉 姆 斯', 7)]","[('还 没 往 下 想', '蔡 旻 佑', 9), ('还 没 往 下 想', '我 和 我 的 布 拉 姆 斯', 7), ('还 没 往 下 想', '蔡 旻 佑', 6), ('还 没 往 下 想', '周 炜 杰', 8)]"
751,《精舞门2》是由刘宝闲执导，陈柏霖、邱胜翊、谢天华、周奇奇等主演的青春爱情电影,"[('精 舞 门 2', '刘 宝 闲', 14)]","[('精 舞 门 2', '邱 胜 翊', 13), ('精 舞 门 2', '陈 柏 霖', 13), ('精 舞 门 2', '周 奇 奇', 13), ('精 舞 门 2', '谢 天 华', 13)]"
752,龙天行，男，1962年4月8日生，河北石家庄市人，1990年毕业于中国人民大学哲学、社会心理学系，获哲学硕士学位,"[('龙 天 行', '1962 年 4 月 8 日', 4), ('龙 天 行', '河 北 石 家 庄 市', 2), ('龙 天 行', '中 国 人 民 大 学', 5), ('龙 天 行', '中 国', 1)]","[('龙 天 行', '中 国', 1), ('龙 天 行', '1962 年 4 月 8 日', 4), ('龙 天 行', '河 北 石 家 庄 市', 2), ('龙 天 行', '中 国 人 民 大 学', 5)]"
753,"人物生平咸阳师范学院教授、爱国主义教育研究所所长  西北大学、杭州师范大学兼职教授基本介绍庞士让，男，汉族，1942年7月生，陕西神木县人,教授，毕业于西北大学历史系","[('庞 士 让', '西 北 大 学', 5), ('庞 士 让', '汉 族', 3), ('庞 士 让', '陕 西 神 木 县', 2), ('庞 士 让', '1942 年 7 月', 4)]","[('庞 士 让', '西 北 大 学', 5), ('庞 士 让', '陕 西 神 木 县', 2), ('庞 士 让', '1942 年 7 月', 4), ('庞 士 让', '汉 族', 3)]"
754,《闺蜜2》张钧甯承包影片笑点与泪点近来，由黄真真执导，张钧甯携手陈意涵、薛凯琪主演的电影《闺蜜2》正在全国热映中，张钧甯出彩的表演更是吸睛无数,"[('闺 蜜 2', '陈 意 涵', 13), ('闺 蜜 2', '张 钧 甯', 13), ('闺 蜜 2', '薛 凯 琪', 13), ('闺 蜜 2', '黄 真 真', 14)]","[('闺 蜜 2', '陈 意 涵', 13), ('闺 蜜 2', '张 钧 甯', 13), ('闺 蜜 2', '薛 凯 琪', 13), ('闺 蜜 2', '黄 真 真', 14)]"
755,《豪勇七蛟龙》是由美国米高梅电影公司出品的西部动作片，由安东尼·福奎阿执导、克里斯·帕拉特、马特·波莫、文森特·多诺费奥、丹泽尔·华盛顿、伊桑·霍克、凯姆·吉甘戴、李秉宪联合主演,"[('豪 勇 七 蛟 龙', '安 东 尼 · 福 奎 阿', 14)]","[('豪 勇 七 蛟 龙', '克 里 斯 · 帕 拉 特', 13), ('豪 勇 七 蛟 龙', '米 高 梅 电 影 公 司', 0), ('豪 勇 七 蛟 龙', '安 东 尼 · 福 奎 阿', 14), ('豪 勇 七 蛟 龙', '马 特 · 波 莫', 13)]"
756,杨洋，男，汉族，1972年8月生（43岁），陕西子长人，1991年11月参加工作，1995年5月入党，在职大学学历（2005年12月西南交通大学网络教育学院交通运输专业毕业）,"[('杨 洋', '西 南 交 通 大 学', 5), ('杨 洋', '汉 族', 3)]","[('杨 洋', '陕 西 子 长', 2), ('杨 洋', '汉 族', 3), ('杨 洋', '汉', 3), ('杨 洋', '1972 年 8 月', 4)]"
757,尹延新，男，汉族，1941年生于济南市，号舜耕山翁，白石斋主,"[('尹 延 新', '汉 族', 3), ('尹 延 新', '济 南 市', 2), ('尹 延 新', '1941 年', 4)]","[('尹 延 新', '汉 族', 3), ('白 石', '汉 族', 3), ('尹 延 新', '济 南 市', 2), ('尹 延 新', '1941 年', 4)]"
758,阎评，男，回族，1961年3月出生，宁夏银川人，中央党校研究生学历1,"[('阎 评', '回 族', 3), ('阎 评', '宁 夏 银 川', 2), ('阎 评', '1961 年 3 月', 4)]","[('阎 评', '回 族', 3), ('阎 评', '宁 夏 银 川', 2), ('阎 评', '中 央 党 校', 5), ('阎 评', '1961 年 3 月', 4)]"
759,《很难再说》是童安格作曲，陈秀珠/姚谦作词，梅艳芳演唱的歌曲,"[('很 难 再 说', '陈 秀 珠', 8), ('很 难 再 说', '童 安 格', 9), ('很 难 再 说', '姚 谦', 8)]","[('很 难 再 说', '陈 秀 珠', 8), ('很 难 再 说', '童 安 格', 9), ('很 难 再 说', '梅 艳 芳', 6), ('很 难 再 说', '姚 谦', 8)]"
760,6  《美妙的春天秋天》开机 颖儿演治愈系故事  正值六一儿童节，电视剧《美妙的春天秋天》正式在深圳开机，该剧由《小菊的春天秋天》原班人马倾力打造，由“偶像剧之母”柴智屏监制，颖儿、王传一领衔主演,"[('美 妙 的 春 天 秋 天', '王 传 一', 13), ('美 妙 的 春 天 秋 天', '颖 儿', 13)]","[('美 妙 的 春 天 秋 天', '王 传 一', 13), ('小 菊 的 春 天 秋 天', '颖 儿', 13), ('美 妙 的 春 天 秋 天', '颖 儿', 13), ('小 菊 的 春 天 秋 天', '王 传 一', 13)]"
761,由王君馨、罗钧满演唱，为电视剧《宦海奇官》1的主题曲《是非》，由杨怡、马国明、陈山聪等主演的《宦海奇官》将于12月28日首播，李添胜监制，《宦海奇官》主题曲《是非》由罗钧满王君馨演唱,[],"[('是 非', '王 君 馨', 6), ('宦 海 奇 官', '马 国 明', 13), ('宦 海 奇 官', '杨 怡', 13), ('宦 海 奇 官', '陈 山 聪', 13)]"
762,10，《真爱至上》这是一部于2003年上映的爱情喜剧，几乎云集了英国所有的著名演员，由休·格兰特、连姆·尼森、和安德鲁·林肯等联袂出演,"[('真 爱 至 上', '2003 年', 16)]","[('真 爱 至 上', '安 德 鲁 · 林 肯', 13), ('真 爱 至 上', '2003', 16), ('真 爱 至 上', '休 · 格 兰 特', 13), ('安 德 鲁 · 林 肯', '英 国', 1)]"
763,浴血出击（2007）徐宗政导演，吴越、蔡国庆主演的24集战争题材电视剧,"[('浴 血 出 击', '吴 越', 13), ('浴 血 出 击', '蔡 国 庆', 13), ('浴 血 出 击', '徐 宗 政', 14)]","[('浴 血 出 击', '（ 2007', 16), ('浴 血 出 击', '吴 越', 13), ('浴 血 出 击', '蔡 国 庆', 13), ('浴 血 出 击', '徐 宗 政', 14)]"
764,肖望海，男，汉族，1958年10月出生，江西泰和人，大学学历，1980年10月参加工作，1986年1月加入中国共产党，现任吉安市国家税务局党组成员、副局长,"[('肖 望 海', '汉 族', 3), ('肖 望 海', '1958 年 10 月', 4), ('肖 望 海', '江 西 泰 和', 2), ('肖 望 海', '中 国', 1)]","[('肖 望 海', '江 西 泰 和', 2), ('肖 望 海', '1958 年 10 月', 4), ('肖 望 海', '汉 族', 3), ('肖 望 海', '中 国', 1)]"
765,李荣怀， 男，汉族，1946年3月生，山西五台人，大学本科毕业，1970年8月参加工作，1973年6月加入中国共产党,"[('李 荣 怀', '汉 族', 3)]","[('李 荣 怀', '汉 族', 3), ('李 荣 怀', '1946 年 3 月', 4), ('李 荣 怀', '中 国', 1), ('李 荣 怀', '山 西 五 台', 2)]"
766,李念，《蜗居》这部剧相信看过的观众不在少数，剧照印象最深刻的两个角色，就是李念的海藻和张嘉译的宋思明了，剧中的两人扮演的虽然不是夫妻，却胜过夫妻江疏影在《一仆二主》中她感到压力紧张的就是与偶像张嘉译之间的一些亲热戏,"[('蜗 居', '李 念', 13), ('蜗 居', '张 嘉 译', 13)]","[('蜗 居', '李 念', 13), ('蜗 居', '张 嘉 译', 13), ('一 仆 二 主', '张 嘉 译', 13), ('一 仆 二 主', '江 疏 影', 13)]"
767,《一家老小向前冲》是由彭宇监制、李平执导，彭宇、柳岩、杜海涛主演的喜剧电影,"[('一 家 老 小 向 前 冲', '李 平', 14), ('一 家 老 小 向 前 冲', '杜 海 涛', 13), ('一 家 老 小 向 前 冲', '柳 岩', 13)]","[('一 家 老 小 向 前 冲', '彭 宇', 13), ('一 家 老 小 向 前 冲', '李 平', 14), ('一 家 老 小 向 前 冲', '杜 海 涛', 13), ('一 家 老 小 向 前 冲', '柳 岩', 13)]"
768,【电影】《闺蜜2》 导演：黄真真 主演：陈意涵 薛凯琪 张钧甯（剧情/爱情/冒险 今起公映）这部主打女生友情的电影如今已经拍到第二部，之前《前任3》因为大部分人都有过前任而成功引起共鸣，这部《闺蜜2》能否挑起女性观众的观影欲呢,"[('闺 蜜 2', '陈 意 涵', 13), ('闺 蜜 2', '张 钧 甯', 13), ('闺 蜜 2', '薛 凯 琪', 13), ('闺 蜜 2', '黄 真 真', 14)]","[('闺 蜜 2', '陈 意 涵', 13), ('闺 蜜 2', '张 钧 甯', 13), ('闺 蜜 2', '薛 凯 琪', 13), ('闺 蜜 2', '黄 真 真', 14)]"
769,《苏州商会档案丛编第二辑》是2012年华中师范大学出版社出版的图书，作者是马敏、祖苏、肖芃,"[('苏 州 商 会 档 案 丛 编 第 二 辑', '华 中 师 范 大 学 出 版 社', 12)]","[('苏 州 商 会 档 案 丛 编', '肖 芃', 11), ('苏 州 商 会 档 案 丛 编', '华 中 师 范 大 学 出 版 社', 12), ('苏 州 商 会 档 案 丛 编', '祖 苏', 11), ('苏 州 商 会 档 案 丛 编', '马 敏', 11)]"
770,《真幌站前番外地》电视剧将由电影《桃花期》的导演大根仁负责剧本和执导，讲述在架空的城市——东京郊外的“真幌市”经营便利店的多田启介（瑛太饰）和初中时代的同班同学行天春彦（松田龙平饰）之间的温暖物语,"[('真 幌 站 前 番 外 地', '大 根 仁', 14), ('桃 花 期', '大 根 仁', 14)]","[('真 幌 站 前 番 外 地', '大 根 仁', 14), ('桃 花 期', '大 根 仁', 14), ('真 幌 站 前 番 外 地', '瑛 太', 13), ('真 幌 站 前 番 外 地', '松 田 龙 平', 13)]"
771,古力娜扎，1992年5月2日出生，娜扎与胡歌、刘诗诗、蒋劲夫等人合作出演古装玄幻偶像剧《轩辕剑之天之痕》正式出道，可以看出古力娜扎的浓妆真的是有一种性感的魅力,"[('轩 辕 剑 之 天 之 痕', '蒋 劲 夫', 13), ('轩 辕 剑 之 天 之 痕', '古 力 娜 扎', 13)]","[('轩 辕 剑 之 天 之 痕', '蒋 劲 夫', 13), ('轩 辕 剑 之 天 之 痕', '刘 诗 诗', 13), ('轩 辕 剑 之 天 之 痕', '胡 歌', 13), ('轩 辕 剑 之 天 之 痕', '古 力 娜 扎', 13)]"
772,田中文，男，汉族，广元市利州区人，1962年8月出生，四川省委党校政治学专业研究生，1983年12月参加工作，1986年8月加入中国共产党,"[('田 中 文', '四 川 省 委 党 校', 5), ('田 中 文', '广 元 市 利 州 区', 2)]","[('田 中 文', '四 川 省 委 党 校', 5), ('田 中 文', '1962 年 8 月', 4), ('田 中 文', '汉 族', 3), ('田 中 文', '广 元 市 利 州 区', 2)]"
773,巧生炉作者—陈巧生中国铜炉大师陈巧生1957年生于江苏，字彦岐，号炉香居士，自幼热爱中国传统文化,"[('陈 巧 生', '江 苏', 2), ('陈 巧 生', '1957 年', 4)]","[('陈 巧 生', '江 苏', 2), ('陈 巧 生', '1957 年', 4), ('巧 生 炉', '中 国', 1), ('陈 巧 生', '中 国', 1)]"
774,"徐太生,男,1951年10月出生,字墨闲号依清，河北省永年县广府人,汉族,政工师,毕业于河北省委党校党政干部函授学院","[('徐 太 生', '汉 族', 3), ('徐 太 生', '河 北 省 委 党 校 党 政 干 部 函 授 学 院', 5)]","[('徐 太 生', '汉 族', 3), ('徐 太 生', '1951 年 10 月', 4), ('徐 太 生', '河 北 省 永 年 县 广 府', 2), ('徐 太 生', '河 北 省 委 党 校 党 政 干 部 函 授 学 院', 5)]"
775,王革，男，汉族，安徽枞阳县人，1963年9月出生，1984年7月参加工作，1984年7月加入中国共产党，大学学历，工学学士,"[('王 革', '汉', 3)]","[('王 革', '1963 年 9 月', 4), ('王 革', '汉', 3), ('王 革', '中 国', 1), ('王 革', '安 徽 [UNK] 阳 县', 2)]"
776,王海东，男，汉族，1969年7月出生，原籍江苏省泗阳县，大学学历，毕业于哈尔滨工业大学热能工程专业，1992年7月参加工作，1996年12月入党，现任嫩江县委常委、县委副书记、政府党组书记、政府县长,"[('王 海 东', '汉', 3)]","[('王 海 东', '哈 尔 滨 工 业 大 学', 5), ('王 海 东', '汉 族', 3), ('王 海 东', '1969 年 7 月', 4), ('王 海 东', '江 苏 省 泗 阳 县', 2)]"
777,《怕黑》是由言承旭演唱，陈奕勤/郑汉伟填词的歌曲，所属专辑：《我的秘密情人》,"[('怕 黑', '郑 汉 伟', 8), ('怕 黑', '我 的 秘 密 情 人', 7), ('怕 黑', '陈 奕 勤', 8), ('怕 黑', '言 承 旭', 6)]","[('怕 黑', '我 的 秘 密 情 人', 7), ('怕 黑', '陈 奕 勤', 8), ('怕 黑', '言 承 旭', 6), ('怕 黑', '陈 奕 勤', 9)]"
778,《沉睡了》是黄家强的一首粤语歌曲，由何启弘作词，黄家强作曲编曲并演唱，收录于2007年08月01日发行的专辑《她他》中,"[('沉 睡 了', '黄 家 强', 9), ('沉 睡 了', '何 启 弘', 8), ('沉 睡 了', '她 他', 7), ('沉 睡 了', '黄 家 强', 6)]","[('沉 睡 了', '黄 家 强', 9), ('沉 睡 了', '何 启 弘', 8), ('沉 睡 了', '她 他', 7), ('沉 睡 了', '黄 家 强', 6)]"
779,歌曲《想飞的自由落体》收录于卓文萱2011年专辑《反正卓文萱》，电视剧《小资女孩向前冲》插曲，由马嵩惟作词，张简君伟作曲,"[('想 飞 的 自 由 落 体', '张 简 君 伟', 9), ('想 飞 的 自 由 落 体', '反 正 卓 文 萱', 7), ('想 飞 的 自 由 落 体', '马 嵩 惟', 8), ('想 飞 的 自 由 落 体', '卓 文 萱', 6)]","[('想 飞 的 自 由 落 体', '张 简 君 伟', 9), ('想 飞 的 自 由 落 体', '反 正 卓 文 萱', 7), ('想 飞 的 自 由 落 体', '卓 文 萱', 6), ('想 飞 的 自 由 落 体', '马 嵩 惟', 8)]"
780,任正晓，男，汉族，1959年9月生，湖南长沙人，在职研究生学历，法学博士，高级经济师，1985年5月加入中国共产党，1981年7月参加工作,"[('任 正 晓', '湖 南 长 沙', 2), ('任 正 晓', '汉 族', 3), ('任 正 晓', '1959 年 9 月', 4), ('任 正 晓', '中 国', 1)]","[('任 正 晓', '湖 南 长 沙', 2), ('任 正 晓', '汉 族', 3), ('任 正 晓', '1959 年 9 月', 4), ('任 正 晓', '中 国', 1)]"
781,李丽，女，1977年3月出生，汉族，籍贯河南洛阳，全日制研究生，经济学硕士，1998年12月加入中国共产党，2003年8月参加工作,"[('李 丽', '中 国', 1), ('李 丽', '汉 族', 3), ('李 丽', '河 南 洛 阳', 2)]","[('李 丽', '中 国', 1), ('李 丽', '1977 年 3 月', 4), ('李 丽', '河 南', 2), ('李 丽', '汉 族', 3)]"
782,人物简介谢礼立，男，汉族，1938年3月10日生于上海，中共党员，1960年毕业于天津大学土木工程系,"[('谢 礼 立', '上 海', 2), ('谢 礼 立', '1938 年 3 月 10 日', 4), ('谢 礼 立', '汉 族', 3), ('谢 礼 立', '天 津 大 学', 5)]","[('谢 礼 立', '上 海', 2), ('谢 礼 立', '1938 年 3 月 10 日', 4), ('谢 礼 立', '天 津 大 学 土 木 工 程 系', 5), ('谢 礼 立', '天 津 大 学', 5)]"
783,陈玉梅，女，汉族，1952年10月出生，辽宁开原人，1968年9月参加工作，1974年5月加入中国共产党，亚洲（澳门）国际公开大学工商管理专业毕业，研究生学历，硕士学位，教授级高级会计师,"[('陈 玉 梅', '辽 宁 开 原', 2), ('陈 玉 梅', '中 国', 1), ('陈 玉 梅', '汉 族', 3)]","[('陈 玉 梅', '辽 宁 开 原', 2), ('陈 玉 梅', '中 国', 1), ('陈 玉 梅', '汉 族', 3), ('陈 玉 梅', '1952 年 10 月', 4)]"
784,《六月新娘》是1960年上映的香港时装电影，由唐煌所执导，张爱玲编剧，葛兰，张扬等人主演的爱情时装片，讲诉汪丹林与董季方经历误会最终有情人终成眷属的故事,"[('六 月 新 娘', '1960 年', 16), ('六 月 新 娘', '唐 煌', 14)]","[('六 月 新 娘', '葛 兰', 13), ('六 月 新 娘', '1960 年', 16), ('六 月 新 娘', '张 扬', 13), ('六 月 新 娘', '唐 煌', 14)]"
785,《渡风》是禅意歌者刘珂矣的首支江湖主题的单曲，是由刘珂矣作词，谱曲，百慕三石编曲,"[('渡 风', '刘 珂 矣', 6), ('渡 风', '刘 珂 矣', 8), ('渡 风', '刘 珂 矣', 9)]","[('渡 风', '刘 珂 矣', 6), ('渡 风', '刘 珂 矣', 8), ('渡 风', '刘 珂 矣', 9), ('渡 风', '百 慕 三 石', 9)]"
786,《铁血军歌》是由导演林兵、沈涛执导，陈键锋、陶昕然主演的电视剧，本剧讲述了学生乐团几个热血青年抗日救国的感人故事,"[('铁 血 军 歌', '陶 昕 然', 13), ('铁 血 军 歌', '沈 涛', 14), ('铁 血 军 歌', '林 兵', 14), ('铁 血 军 歌', '陈 键 锋', 13)]","[('铁 血 军 歌', '沈 涛', 14), ('铁 血 军 歌', '陶 昕 然', 13), ('铁 血 军 歌', '林 兵', 14), ('铁 血 军 歌', '陈 键 锋', 13)]"
787,喻文，男，汉族，1967年12月出生，湖南省岳阳县人，大学学历，1989年07月参加工作，1993年03月加入中国共产党,"[('喻 文', '汉 族', 3)]","[('喻 文', '汉 族', 3), ('喻 文', '湖 南 省 岳 阳 县', 2), ('喻 文', '1967 年 12 月', 4), ('喻 文', '中 国', 1)]"
788,《再会无缘的情人》是电视剧《木棉花的春天》的片尾曲，由纪明阳作词作曲，李羿慧、陈波演唱,"[('再 会 无 缘 的 情 人', '纪 明 阳', 8), ('再 会 无 缘 的 情 人', '纪 明 阳', 9)]","[('再 会 无 缘 的 情 人', '李 羿 慧', 6), ('再 会 无 缘 的 情 人', '纪 明 阳', 8), ('再 会 无 缘 的 情 人', '陈 波', 6), ('再 会 无 缘 的 情 人', '纪 明 阳', 9)]"
789,第二个版本就是台视1984版《笑傲江湖》由梁家仁、刘雪华、应采灵、江明、尹宝莲主演，杨佩佩制作，1985年上映，总共30集,"[('笑 傲 江 湖', '1985 年', 16)]","[('笑 傲 江 湖', '尹 宝 莲', 13), ('笑 傲 江 湖', '梁 家 仁', 13), ('笑 傲 江 湖', '应 采 灵', 13), ('笑 傲 江 湖', '刘 雪 华', 13)]"
790,《鼹鼠之歌》是由三池崇史执导，宫藤官九郎编剧，生田斗真、仲里依纱、堤真一等主演的剧情片,"[('鼹 鼠 之 歌', '三 池 崇 史', 14)]","[('鼹 鼠 之 歌', '三 池 崇 史', 14), ('鼹 鼠 之 歌', '生 田 斗 真', 13), ('鼹 鼠 之 歌', '仲 里 依 纱', 13), ('鼹 鼠 之 歌', '堤 真 一', 13)]"
791,《亲密搭档》是中国首部青春海洋风偶像剧，该剧由制片人马荣制片，导演刘国权执导，林申、陈思斯、刘恩佑、张雯等主演,"[('亲 密 搭 档', '刘 国 权', 14)]","[('亲 密 搭 档', '张 雯', 13), ('亲 密 搭 档', '刘 恩 佑', 13), ('亲 密 搭 档', '陈 思 斯', 13), ('亲 密 搭 档', '刘 国 权', 14)]"
792,二.1978年《倚天屠龙记》--张无忌主演：郑少秋、汪明荃、赵雅芝、陈玉莲等此剧距今已经四十年，年轻的朋友可能听都没听过，这也是电视史上第一个张无忌形象,"[('倚 天 屠 龙 记', '赵 雅 芝', 13), ('倚 天 屠 龙 记', '陈 玉 莲', 13), ('倚 天 屠 龙 记', '郑 少 秋', 13), ('倚 天 屠 龙 记', '汪 明 荃', 13)]","[('倚 天 屠 龙 记', '赵 雅 芝', 13), ('倚 天 屠 龙 记', '陈 玉 莲', 13), ('倚 天 屠 龙 记', '郑 少 秋', 13), ('倚 天 屠 龙 记', '汪 明 荃', 13)]"
793,《哎呀呀呀》是安心亚演唱的歌曲，由黄仲麟作词，乐颖新作曲，收录于专辑《恶女》中,"[('哎 呀 呀 呀', '安 心 亚', 6), ('哎 呀 呀 呀', '乐 颖 新', 9), ('哎 呀 呀 呀', '黄 仲 麟', 8), ('哎 呀 呀 呀', '恶 女', 7)]","[('哎 呀 呀 呀', '安 心 亚', 6), ('哎 呀 呀 呀', '乐 颖 新', 9), ('哎 呀 呀 呀', '黄 仲 麟', 8), ('哎 呀 呀 呀', '恶 女', 7)]"
794,遗憾1，李代沫2012年发布在《我的歌声里》专辑里的一首单曲，由陈佳明作词作曲,"[('遗 憾', '陈 佳 明', 8), ('遗 憾', '我 的 歌 声 里', 7)]","[('遗 憾', '李 代 沫', 6), ('遗 憾', '陈 佳 明', 8), ('遗 憾', '陈 佳 明', 9), ('遗 憾', '我 的 歌 声 里', 7)]"
795,"陈忠，男，汉族，四川安岳人，1965年9月生，大学，法学学士, 1987年8月参加工作，1990年11月加入中国共产党","[('陈 忠', '1965 年 9 月', 4), ('陈 忠', '四 川 安 岳', 2), ('陈 忠', '汉 族', 3)]","[('陈 忠', '1965 年 9 月', 4), ('陈 忠', '中 国', 1), ('陈 忠', '四 川 安 岳', 2), ('陈 忠', '汉 族', 3)]"
796,《花儿与少年》二十位固定成员是井柏然（第二、三季）、许晴（第一、二季）、郑佩佩、张凯丽、刘涛、李菲儿、张翰、华晨宇（第一季）、毛阿敏、宁静、陈意涵、郑爽、杨洋（第二季）、杨祐宁、陈柏霖、张若昀、江疏影、古力娜扎、赖雨濛、宋祖儿（第三季）,[],"[('花 儿 与 少 年', '张 翰', 13), ('花 儿 与 少 年', '李 菲 儿', 13), ('花 儿 与 少 年', '郑 佩 佩', 13), ('花 儿 与 少 年', '刘 涛', 13)]"
797,金晋哲，男，汉族，1979年10月出生，河南汝阳人，2007年4月加入中国共产党，2002年7月参加工作，曾任兰州市七里河区委员会副书记（挂职）,"[('金 晋 哲', '汉 族', 3)]","[('金 晋 哲', '中 国', 1), ('金 晋 哲', '1979 年 10 月', 4), ('金 晋 哲', '河 南 汝 阳', 2), ('金 晋 哲', '汉 族', 3)]"
798,赵文忠教授，男，汉族，1966年3月出生于山东潍坊安丘县，中共党员,"[('赵 文 忠', '汉 族', 3)]","[('赵 文 忠', '山 东 潍 坊 安 丘 县', 2), ('文 忠', '汉 族', 3), ('赵 文 忠', '汉 族', 3), ('于 山', '汉 族', 3)]"
